Dataset,Experiment,MAPE (%),RMSE (%),R²
LCO,Mean,1.2034410424530506,1.440593535080552,0.9863921403884888
LCO,Std,0.234633689472533,0.12389880265105425,0.0023461651634779203
NCM+NCA,1,0.3880762029439211,0.37041399627923965,0.9983819723129272
NCM+NCA,2,0.5995643325150013,0.5771653261035681,0.9960716366767883
NCM+NCA,3,0.4059390164911747,0.4085793625563383,0.9980313777923584
NCM+NCA,4,0.5357734393328428,0.534487422555685,0.9966311454772949
NCM+NCA,5,0.6221904419362545,0.5929579026997089,0.9958537220954895
NCM+NCA,6,0.6234577856957912,0.5874354392290115,0.9959306120872498
NCM+NCA,7,0.48836302012205124,0.5352787673473358,0.9966211318969727
NCM+NCA,8,0.9063425473868847,0.848821084946394,0.9915034770965576
NCM+NCA,9,0.4897934850305319,0.4820095840841532,0.9972602128982544
NCM+NCA,10,0.35672683734446764,0.3505443688482046,0.9985508918762207
NCM+NCA,Mean,0.5416227108798921,0.5287693254649639,0.9964836180210114
NCM+NCA,Std,0.15208421541343908,0.1363396140104074,0.0019128727410582934
NCM+LCO,1,1.3986029662191868,1.173323392868042,0.9953187108039856
NCM+LCO,2,1.5048342756927013,1.2774077244102955,0.9944512844085693
NCM+LCO,3,1.5937335789203644,1.2994023971259594,0.9942585825920105
NCM+LCO,4,1.9272716715931892,1.6815099865198135,0.9903854131698608
NCM+LCO,5,1.7975514754652977,1.5780432149767876,0.9915322065353394
NCM+LCO,6,1.526600681245327,1.326829008758068,0.9940136671066284
NCM+LCO,7,1.3612029142677784,1.0703157633543015,0.9961045384407043
NCM+LCO,8,1.2603899464011192,0.9925005957484245,0.9966503977775574
NCM+LCO,9,1.3211225159466267,1.0334555990993977,0.9963682293891907
NCM+LCO,10,1.87100600451231,1.7756551504135132,0.9892786145210266
NCM+LCO,Mean,1.55623160302639,1.3208442833274603,0.9938361644744873
NCM+LCO,Std,0.22485474362980737,0.26084383378383647,0.0024545918397947176
NA-ion,1,0.11278990423306823,0.12311027385294437,0.9965148568153381
NA-ion,2,0.1373488688841462,0.15048461500555277,0.994792640209198
NA-ion,3,0.18420172855257988,0.2103347796946764,0.9898268580436707
NA-ion,4,0.12485698098316789,0.13982253149151802,0.9955044388771057
NA-ion,5,0.15129601815715432,0.16425602370873094,0.9937959313392639
NA-ion,6,0.14788142871111631,0.1642695744521916,0.9937949180603027
NA-ion,7,0.17446341225877404,0.18776378128677607,0.9918930530548096
NA-ion,8,0.17386639956384897,0.193686387501657,0.991373598575592
NA-ion,9,0.16639881068840623,0.17882294487208128,0.9926467537879944
NA-ion,10,0.1869614003226161,0.20454588811844587,0.9903791546821594
NA-ion,Mean,0.15600649523548782,0.17170967999845743,0.9930522203445434
NA-ion,Std,0.024072992787098933,0.02702134588143101,0.002097881771950934
Stanford (NCM),1,0.9517423808574677,1.2915652245283127,0.9303297996520996
Stanford (NCM),2,0.9282177314162254,1.227788534015417,0.9370404481887817
Stanford (NCM),3,0.9791671298444271,1.16056427359581,0.9437460899353027
Stanford (NCM),4,0.8458543568849564,1.2262439355254173,0.9371987581253052
Stanford (NCM),5,0.8344142697751522,1.1293756775557995,0.9467289447784424
Stanford (NCM),6,0.8312194608151913,1.119640190154314,0.9476433992385864
Stanford (NCM),7,0.9041000157594681,1.2666065245866776,0.9329964518547058
Stanford (NCM),8,1.0122002102434635,1.105527300387621,0.9489549994468689
Stanford (NCM),9,0.8757315576076508,1.009385846555233,0.9574471712112427
Stanford (NCM),10,0.9077039547264576,1.2941095046699047,0.9300550222396851
Stanford (NCM),Mean,0.9070351067930461,1.1830807011574507,0.9412141084671021
Stanford (NCM),Std,0.05870607147943969,0.0886200063826919,0.008635158314895275
